id,name,category,brand,weight,package_size,keywords,description,price,image_url
P0189,Лампа LED smart «BrightHome» 1шт,Хозяйственные товары,BrightHome,1,1,лампа led e27 bulb brighthome smart,Smart лампа led бренда BrightHome в категории хозяйственные товары.,253.24,https://example.com/p/P0189.jpg
P0190,Салфетки влажные аромат лаванды «PureLine» 40шт,Косметика и гигиена,PureLine,40,1,салфетки влажные wipes pureline ароматлаванды,Аромат лаванды салфетки влажные бренда PureLine в категории косметика и гигиена.,258.64,https://example.com/p/P0190.jpg
P0191,Адаптер USB-C 65W «HyperPort» 1шт,Электроника,HyperPort,1,1,adapter usb c type-c зарядное hyperport 65w,65w адаптер usb-c бренда HyperPort в категории электроника.,2928.34,https://example.com/p/P0191.jpg
P0192,Шоколад премиальный с орехами «Nordic Choco» 100г,Кондитерские изделия,Nordic Choco,100,1,шоколад bon paris chocolate nordic choco сорехами,С орехами шоколад премиальный бренда Nordic Choco в категории кондитерские изделия.,242.19,https://example.com/p/P0192.jpg
P0193,Сахар-песок 1кг «SugarBox» 900г,Бакалея,SugarBox,900,1,сахар песок sugar sugarbox 1кг,1кг сахар-песок бренда SugarBox в категории бакалея.,1146.14,https://example.com/p/P0193.jpg
P0194,Творог зерненый классический «Белая ферма» 500г,Молочные продукты,Белая ферма,500,2,творог зерненый cottage cheese белая ферма классический,Классический творог зерненый бренда Белая ферма в категории молочные продукты.,239.23,https://example.com/p/P0194.jpg
P0195,Филе грудки индейки для стейков «ProteinPro» 700г,Мясо и птица,ProteinPro,700,2,филе индейка turkey fillet proteinpro длястейков,Для стейков филе грудки индейки бренда ProteinPro в категории мясо и птица.,404.10,https://example.com/p/P0195.jpg
P0196,Салат готовый grain bowl «Samokat Kitchen» 180г,Готовая еда,Samokat Kitchen,180,1,салат готовый salad samokat kitchen grainbowl,Grain bowl салат готовый бренда Samokat Kitchen в категории готовая еда.,296.25,https://example.com/p/P0196.jpg
P0197,Power Bank 20000mAh «VoltEdge» 1шт,Электроника,VoltEdge,1,1,power bank 20000 быстрая зарядка voltedge 20000mah,20000mah power bank бренда VoltEdge в категории электроника.,5710.42,https://example.com/p/P0197.jpg
P0198,Салфетки влажные аромат лаванды «PureLine» 40шт,Косметика и гигиена,PureLine,40,1,салфетки влажные wipes pureline ароматлаванды,Аромат лаванды салфетки влажные бренда PureLine в категории косметика и гигиена.,168.87,https://example.com/p/P0198.jpg
P0199,Стейк лосося охлажденный «Nordic Fish» 5кг,Рыба и морепродукты,Nordic Fish,5,5,лосось стейк salmon nordic fish охлажденный,Охлажденный стейк лосося бренда Nordic Fish в категории рыба и морепродукты.,2183.50,https://example.com/p/P0199.jpg
P0200,Лапша быстрого приготовления том ям «NoodleLab» 100г,Бакалея,NoodleLab,100,1,лапша инстант ramen noodlelab томям,Том ям лапша быстрого приготовления бренда NoodleLab в категории бакалея.,72.08,https://example.com/p/P0200.jpg
P0201,Сыр чеддер для бургера «Cheddar Club» 5кг,Сыры,Cheddar Club,5,4,сыр чеддер cheddar 5kg cheddar club длябургера,Для бургера сыр чеддер бренда Cheddar Club в категории сыры.,2326.86,https://example.com/p/P0201.jpg
P0202,Крем для рук коллаген «Herbal Line» 100мл,Косметика и гигиена,Herbal Line,100,1,крем для рук hand cream herbal line коллаген,Коллаген крем для рук бренда Herbal Line в категории косметика и гигиена.,432.38,https://example.com/p/P0202.jpg
P0203,Лампа LED теплый «Volt» 2шт,Хозяйственные товары,Volt,2,1,лампа led e27 bulb volt теплый,Теплый лампа led бренда Volt в категории хозяйственные товары.,235.23,https://example.com/p/P0203.jpg
P0204,Кабель USB-C magnetic «TechNode» 1шт,Электроника,TechNode,1,2,кабель usb type c adapter technode magnetic,Magnetic кабель usb-c бренда TechNode в категории электроника.,712.06,https://example.com/p/P0204.jpg
P0205,Мармелад жевательный кола «Fruity» 75г,Кондитерские изделия,Fruity,75,12,мармелад bon paris gummies fruity кола,Кола мармелад жевательный бренда Fruity в категории кондитерские изделия.,146.40,https://example.com/p/P0205.jpg
P0206,Фольга алюминиевая прочная «EcoWrap» 1шт,Хозяйственные товары,EcoWrap,1,1,фольга aluminium foil ecowrap прочная,Прочная фольга алюминиевая бренда EcoWrap в категории хозяйственные товары.,120.15,https://example.com/p/P0206.jpg
P0207,Чай листовой матча «Ahmad» 75г,Кофе и чай,Ahmad,75,1,чай листовой tea xfq ahmad матча,Матча чай листовой бренда Ahmad в категории кофе и чай.,728.83,https://example.com/p/P0207.jpg
P0208,Батарейки AA pro «UltraCell» 8шт,Хозяйственные товары,UltraCell,8,6,батарейки aa lr6 ultracell pro,Pro батарейки aa бренда UltraCell в категории хозяйственные товары.,267.97,https://example.com/p/P0208.jpg
P0209,Сыр гауда HoReCa 5кг «Dutch Yard» 5кг,Сыры,Dutch Yard,5,2,сыр гауда gouda dutch yard horeca5кг,Horeca 5кг сыр гауда бренда Dutch Yard в категории сыры.,2274.53,https://example.com/p/P0209.jpg
P0210,Кабель USB-C PD 100W «ChargeLab» 1шт,Электроника,ChargeLab,1,2,кабель usb type c adapter chargelab pd100w,Pd 100w кабель usb-c бренда ChargeLab в категории электроника.,506.34,https://example.com/p/P0210.jpg
P0211,Творог зерненый классический «Village Craft» 200г,Молочные продукты,Village Craft,200,6,творог зерненый cottage cheese village craft классический,Классический творог зерненый бренда Village Craft в категории молочные продукты.,236.23,https://example.com/p/P0211.jpg
P0212,Корм для собак гипоаллергенный grain free «VetPro» 1500г,Зоотовары,VetPro,1500,4,корм собак dog food hypo vetpro grainfree,Grain free корм для собак гипоаллергенный бренда VetPro в категории зоотовары.,3525.34,https://example.com/p/P0212.jpg
P0213,Стиральный порошок professional «EcoSphere» 400г,Бытовая химия,EcoSphere,400,2,стирка порошок detergent ecosphere professional,Professional стиральный порошок бренда EcoSphere в категории бытовая химия.,331.13,https://example.com/p/P0213.jpg
P0214,Пакеты для мусора прочные «CleanUp» 15шт,Хозяйственные товары,CleanUp,15,1,пакеты мусор trash bags cleanup прочные,Прочные пакеты для мусора бренда CleanUp в категории хозяйственные товары.,233.69,https://example.com/p/P0214.jpg
P0215,Сыр гауда для сендвичей «Cheese&Co» 2кг,Сыры,Cheese&Co,2,2,сыр гауда gouda cheese&co длясендвичей,Для сендвичей сыр гауда бренда Cheese&Co в категории сыры.,1274.63,https://example.com/p/P0215.jpg
P0216,Пакеты для мусора 120л «CleanUp» 30шт,Хозяйственные товары,CleanUp,30,1,пакеты мусор trash bags cleanup 120л,120л пакеты для мусора бренда CleanUp в категории хозяйственные товары.,194.63,https://example.com/p/P0216.jpg
P0217,Корм для собак гипоаллергенный large «Happy Tail» 1500г,Зоотовары,Happy Tail,1500,1,корм собак dog food hypo happy tail large,Large корм для собак гипоаллергенный бренда Happy Tail в категории зоотовары.,3192.98,https://example.com/p/P0217.jpg
P0218,Минеральная вода citrus «Samokat Springs» 1л,Напитки,Samokat Springs,1,12,вода минеральная sanpellegrino sparkling samokat springs citrus,Citrus минеральная вода бренда Samokat Springs в категории напитки.,311.98,https://example.com/p/P0218.jpg
P0219,Масло оливковое для жарки «Oro Verde» 500мл,Бакалея,Oro Verde,500,4,масло оливковое olive oil oro verde дляжарки,Для жарки масло оливковое бренда Oro Verde в категории бакалея.,2364.95,https://example.com/p/P0219.jpg
P0220,Перчатки одноразовые l «SafeTouch» 200шт,Хозяйственные товары,SafeTouch,200,2,перчатки одноразовые gloves safetouch l,L перчатки одноразовые бренда SafeTouch в категории хозяйственные товары.,208.41,https://example.com/p/P0220.jpg
P0221,Средство для мытья посуды эко «Crystal Drop» 1500мл,Бытовая химия,Crystal Drop,1500,1,моющее посуд dish посудомойка crystal drop эко,Эко средство для мытья посуды бренда Crystal Drop в категории бытовая химия.,142.66,https://example.com/p/P0221.jpg
P0222,Макароны из твердых сортов спагетти «La Linea» 5кг,Бакалея,La Linea,5,10,макароны паста durum pasta la linea спагетти,Спагетти макароны из твердых сортов бренда La Linea в категории бакалея.,593.97,https://example.com/p/P0222.jpg
P0223,Перчатки одноразовые l «SafeTouch» 200шт,Хозяйственные товары,SafeTouch,200,1,перчатки одноразовые gloves safetouch l,L перчатки одноразовые бренда SafeTouch в категории хозяйственные товары.,793.22,https://example.com/p/P0223.jpg
P0224,Минеральная вода негазированная «Aqua Pura» 1000мл,Напитки,Aqua Pura,1000,6,вода минеральная sanpellegrino sparkling aqua pura негазированная,Негазированная минеральная вода бренда Aqua Pura в категории напитки.,65.21,https://example.com/p/P0224.jpg
P0225,Корм для кошек сухой indoor «NordPet» 10кг,Зоотовары,NordPet,10,1,корм кошек cat food adult nordpet indoor,Indoor корм для кошек сухой бренда NordPet в категории зоотовары.,2340.70,https://example.com/p/P0225.jpg
P0226,Средство для мытья посуды эко «AllDish» 1500мл,Бытовая химия,AllDish,1500,3,моющее посуд dish посудомойка alldish эко,Эко средство для мытья посуды бренда AllDish в категории бытовая химия.,295.21,https://example.com/p/P0226.jpg
P0227,Фольга алюминиевая professional «KitchenLine» 1шт,Хозяйственные товары,KitchenLine,1,1,фольга aluminium foil kitchenline professional,Professional фольга алюминиевая бренда KitchenLine в категории хозяйственные товары.,324.31,https://example.com/p/P0227.jpg
P0228,Творог зерненый классический «Alpine Meadow» 200г,Молочные продукты,Alpine Meadow,200,2,творог зерненый cottage cheese alpine meadow классический,Классический творог зерненый бренда Alpine Meadow в категории молочные продукты.,118.38,https://example.com/p/P0228.jpg
P0229,Газированный напиток ginger «Fresh Bar» 500мл,Напитки,Fresh Bar,500,1,газировка drink garage fresh fresh bar ginger,Ginger газированный напиток бренда Fresh Bar в категории напитки.,210.30,https://example.com/p/P0229.jpg
P0230,Мармелад жевательный sour «KidsBox» 250г,Кондитерские изделия,KidsBox,250,1,мармелад bon paris gummies kidsbox sour,Sour мармелад жевательный бренда KidsBox в категории кондитерские изделия.,124.72,https://example.com/p/P0230.jpg
P0231,Корм для кошек сухой indoor «NordPet» 1500г,Зоотовары,NordPet,1500,1,корм кошек cat food adult nordpet indoor,Indoor корм для кошек сухой бренда NordPet в категории зоотовары.,322.47,https://example.com/p/P0231.jpg
P0232,Мука пшеничная цельнозерновая «BakeryPro» 900г,Бакалея,BakeryPro,900,5,мука пшеничная flour bakerypro цельнозерновая,Цельнозерновая мука пшеничная бренда BakeryPro в категории бакалея.,1931.90,https://example.com/p/P0232.jpg
P0233,Вино игристое riesling mosel «Rieslinghaus» 750мл,Алкоголь,Rieslinghaus,750,1,вино prosecco riesling premium rieslinghaus rieslingmosel,Riesling mosel вино игристое бренда Rieslinghaus в категории алкоголь.,854.80,https://example.com/p/P0233.jpg
P0234,Шоколад премиальный без сахара «Noir Artisan» 80г,Кондитерские изделия,Noir Artisan,80,3,шоколад bon paris chocolate noir artisan безсахара,Без сахара шоколад премиальный бренда Noir Artisan в категории кондитерские изделия.,183.80,https://example.com/p/P0234.jpg
P0235,Крупа гречневая быстрого приготовления «Северные поля» 15кг,Бакалея,Северные поля,15,1,крупа гречка buckwheat северные поля быстрогоприготовления,Быстрого приготовления крупа гречневая бренда Северные поля в категории бакалея.,178.88,https://example.com/p/P0235.jpg
P0236,Джин премиальный citrus «Nordic Gin» 700мл,Алкоголь,Nordic Gin,700,2,джин gin garage grapefruit nordic gin citrus,Citrus джин премиальный бренда Nordic Gin в категории алкоголь.,1296.12,https://example.com/p/P0236.jpg
P0237,Полотенца бумажные эко «Clean&Go» 2шт,Хозяйственные товары,Clean&Go,2,6,бумажные полотенца paper towels clean&go эко,Эко полотенца бумажные бренда Clean&Go в категории хозяйственные товары.,411.36,https://example.com/p/P0237.jpg
P0238,Масло подсолнечное для HoReCa «ChefPro» 3000мл,Бакалея,ChefPro,3000,3,масло подсолнечное растительное sunflower 10л chefpro дляhoreca,Для horeca масло подсолнечное бренда ChefPro в категории бакалея.,183.57,https://example.com/p/P0238.jpg
P0239,Корм для собак гипоаллергенный large «Happy Tail» 1500г,Зоотовары,Happy Tail,1500,1,корм собак dog food hypo happy tail large,Large корм для собак гипоаллергенный бренда Happy Tail в категории зоотовары.,2048.50,https://example.com/p/P0239.jpg
P0240,Сахар-песок меш 25кг «SweetLand» 900г,Бакалея,SweetLand,900,5,сахар песок sugar sweetland меш25кг,Меш 25кг сахар-песок бренда SweetLand в категории бакалея.,845.81,https://example.com/p/P0240.jpg
P0241,Кофе капсулы latte «Caffitaly» 30капс.,Кофе и чай,Caffitaly,30,1,кофе капсулы capsules caffitaly latte,Latte кофе капсулы бренда Caffitaly в категории кофе и чай.,1607.25,https://example.com/p/P0241.jpg
P0242,Масло подсолнечное рафинированное «Helio» 900мл,Бакалея,Helio,900,1,масло подсолнечное растительное sunflower 10л helio рафинированное,Рафинированное масло подсолнечное бренда Helio в категории бакалея.,1446.97,https://example.com/p/P0242.jpg
P0243,Йогурт греческий персик «Mediterran» 900г,Молочные продукты,Mediterran,900,4,йогурт греческий greek mediterran персик,Персик йогурт греческий бренда Mediterran в категории молочные продукты.,114.98,https://example.com/p/P0243.jpg
P0244,Салфетки влажные аромат лаванды «SoftTouch» 40шт,Косметика и гигиена,SoftTouch,40,6,салфетки влажные wipes softtouch ароматлаванды,Аромат лаванды салфетки влажные бренда SoftTouch в категории косметика и гигиена.,128.99,https://example.com/p/P0244.jpg
P0245,Крупа гречневая HoReCa «EcoBag» 15кг,Бакалея,EcoBag,15,4,крупа гречка buckwheat ecobag horeca,Horeca крупа гречневая бренда EcoBag в категории бакалея.,384.47,https://example.com/p/P0245.jpg
P0246,Кофе в зёрнах ethiopia «Arabica 24» 500г,Кофе и чай,Arabica 24,500,1,кофе зерновой coffee beans arabica 24 ethiopia,Ethiopia кофе в зёрнах бренда Arabica 24 в категории кофе и чай.,2142.27,https://example.com/p/P0246.jpg
P0247,Масло оливковое Classico «Gusto» 750мл,Бакалея,Gusto,750,1,масло оливковое olive oil gusto classico,Classico масло оливковое бренда Gusto в категории бакалея.,614.99,https://example.com/p/P0247.jpg
P0248,Лапша быстрого приготовления говядина «NoodleLab» 100г,Бакалея,NoodleLab,100,24,лапша инстант ramen noodlelab говядина,Говядина лапша быстрого приготовления бренда NoodleLab в категории бакалея.,71.22,https://example.com/p/P0248.jpg
P0249,Мороженое пломбир фисташка «Gelato+» 80г,Мороженое,Gelato+,80,12,мороженое ice cream пломбир gelato+ фисташка,Фисташка мороженое пломбир бренда Gelato+ в категории мороженое.,423.47,https://example.com/p/P0249.jpg
P0250,Полотенца бумажные mega roll «MaxiRoll» 2шт,Хозяйственные товары,MaxiRoll,2,6,бумажные полотенца paper towels maxiroll megaroll,Mega roll полотенца бумажные бренда MaxiRoll в категории хозяйственные товары.,296.39,https://example.com/p/P0250.jpg
P0251,Корм для кошек сухой adult «NordPet» 1500г,Зоотовары,NordPet,1500,1,корм кошек cat food adult nordpet,Adult корм для кошек сухой бренда NordPet в категории зоотовары.,713.66,https://example.com/p/P0251.jpg
P0252,Подгузники детские ночные «EcoBaby» 96шт,Детские товары,EcoBaby,96,1,подгузники памперсы diapers ecobaby ночные,Ночные подгузники детские бренда EcoBaby в категории детские товары.,1485.22,https://example.com/p/P0252.jpg
P0253,Салат готовый витаминный «Samokat Kitchen» 220г,Готовая еда,Samokat Kitchen,220,1,салат готовый salad samokat kitchen витаминный,Витаминный салат готовый бренда Samokat Kitchen в категории готовая еда.,362.35,https://example.com/p/P0253.jpg
P0254,Витаминный комплекс kids «Immuno+» 90табл.,Аптека,Immuno+,90,2,витамины комплекс supplement immuno+ kids,Kids витаминный комплекс бренда Immuno+ в категории аптека.,591.87,https://example.com/p/P0254.jpg
P0255,Крупа гречневая быстрого приготовления «Северные поля» 15кг,Бакалея,Северные поля,15,8,крупа гречка buckwheat северные поля быстрогоприготовления,Быстрого приготовления крупа гречневая бренда Северные поля в категории бакалея.,185.10,https://example.com/p/P0255.jpg
P0256,Фольга алюминиевая professional «EcoWrap» 1шт,Хозяйственные товары,EcoWrap,1,3,фольга aluminium foil ecowrap professional,Professional фольга алюминиевая бренда EcoWrap в категории хозяйственные товары.,135.25,https://example.com/p/P0256.jpg
P0257,Макароны из твердых сортов fusilli «Pasta Nova» 900г,Бакалея,Pasta Nova,900,1,макароны паста durum pasta pasta nova fusilli,Fusilli макароны из твердых сортов бренда Pasta Nova в категории бакалея.,620.96,https://example.com/p/P0257.jpg
P0258,Стиральный порошок color «ArielPro» 3000мл,Бытовая химия,ArielPro,3000,1,стирка порошок detergent arielpro color,Color стиральный порошок бренда ArielPro в категории бытовая химия.,1395.67,https://example.com/p/P0258.jpg
P0259,Мороженое пломбир фисташка «CreamLab» 80г,Мороженое,CreamLab,80,1,мороженое ice cream пломбир creamlab фисташка,Фисташка мороженое пломбир бренда CreamLab в категории мороженое.,389.55,https://example.com/p/P0259.jpg
P0260,Подгузники детские размер 2 «Huggsy» 96шт,Детские товары,Huggsy,96,4,подгузники памперсы diapers huggsy размер2,Размер 2 подгузники детские бренда Huggsy в категории детские товары.,1057.73,https://example.com/p/P0260.jpg
P0261,Протеиновый батончик без сахара «FitFuel» 40г,Здоровое питание,FitFuel,40,12,батончик protein протеиновый fitfuel безсахара,Без сахара протеиновый батончик бренда FitFuel в категории здоровое питание.,145.05,https://example.com/p/P0261.jpg
P0262,Рыба минтай блок без глазури «OceanBlock» 5кг,Заморозка,OceanBlock,5,1,рыба минтай block oceanblock безглазури,Без глазури рыба минтай блок бренда OceanBlock в категории заморозка.,4105.81,https://example.com/p/P0262.jpg
P0263,Кофе капсулы latte «Ristretto Lab» 30капс.,Кофе и чай,Ristretto Lab,30,4,кофе капсулы capsules ristretto lab latte,Latte кофе капсулы бренда Ristretto Lab в категории кофе и чай.,906.77,https://example.com/p/P0263.jpg
P0264,Фольга алюминиевая 30м «DailyFix» 1шт,Хозяйственные товары,DailyFix,1,1,фольга aluminium foil dailyfix 30м,30м фольга алюминиевая бренда DailyFix в категории хозяйственные товары.,224.59,https://example.com/p/P0264.jpg
P0265,Средство для мытья посуды эко «Crystal Drop» 750мл,Бытовая химия,Crystal Drop,750,3,моющее посуд dish посудомойка crystal drop эко,Эко средство для мытья посуды бренда Crystal Drop в категории бытовая химия.,345.24,https://example.com/p/P0265.jpg
P0266,Витаминный комплекс иммунитет «Immuno+» 30табл.,Аптека,Immuno+,30,4,витамины комплекс supplement immuno+ иммунитет,Иммунитет витаминный комплекс бренда Immuno+ в категории аптека.,1729.73,https://example.com/p/P0266.jpg
P0267,Гель для душа men «Daily Ritual» 400мл,Косметика и гигиена,Daily Ritual,400,6,гель душ body wash daily ritual men,Men гель для душа бренда Daily Ritual в категории косметика и гигиена.,438.92,https://example.com/p/P0267.jpg
P0268,Минеральная вода citrus «Aqua Pura» 500мл,Напитки,Aqua Pura,500,1,вода минеральная sanpellegrino sparkling aqua pura citrus,Citrus минеральная вода бренда Aqua Pura в категории напитки.,65.87,https://example.com/p/P0268.jpg
P0269,Кофе капсулы lungo «BaristaPro» 30капс.,Кофе и чай,BaristaPro,30,4,кофе капсулы capsules baristapro lungo,Lungo кофе капсулы бренда BaristaPro в категории кофе и чай.,435.43,https://example.com/p/P0269.jpg
P0270,Батарейки AA eco «EnergyGo» 4шт,Хозяйственные товары,EnergyGo,4,6,батарейки aa lr6 energygo eco,Eco батарейки aa бренда EnergyGo в категории хозяйственные товары.,327.43,https://example.com/p/P0270.jpg
P0271,Сыр чеддер mature «Cheddar Club» 400г,Сыры,Cheddar Club,400,2,сыр чеддер cheddar 5kg cheddar club mature,Mature сыр чеддер бренда Cheddar Club в категории сыры.,1818.66,https://example.com/p/P0271.jpg
P0272,Шоколад премиальный без сахара «Lattea» 100г,Кондитерские изделия,Lattea,100,6,шоколад bon paris chocolate lattea безсахара,Без сахара шоколад премиальный бренда Lattea в категории кондитерские изделия.,219.82,https://example.com/p/P0272.jpg
P0273,Полотенца бумажные кухонные «MaxiRoll» 2шт,Хозяйственные товары,MaxiRoll,2,3,бумажные полотенца paper towels maxiroll кухонные,Кухонные полотенца бумажные бренда MaxiRoll в категории хозяйственные товары.,161.43,https://example.com/p/P0273.jpg
P0274,Крупа гречневая HoReCa «EcoBag» 800г,Бакалея,EcoBag,800,1,крупа гречка buckwheat ecobag horeca,Horeca крупа гречневая бренда EcoBag в категории бакалея.,124.60,https://example.com/p/P0274.jpg
P0275,Корм для собак гипоаллергенный medium «VetPro» 1500г,Зоотовары,VetPro,1500,4,корм собак dog food hypo vetpro medium,Medium корм для собак гипоаллергенный бренда VetPro в категории зоотовары.,3858.63,https://example.com/p/P0275.jpg
P0276,Чай листовой улун «Ahmad» 250г,Кофе и чай,Ahmad,250,2,чай листовой tea xfq ahmad улун,Улун чай листовой бренда Ahmad в категории кофе и чай.,438.32,https://example.com/p/P0276.jpg
P0277,Масло оливковое для жарки «Gusto» 500мл,Бакалея,Gusto,500,4,масло оливковое olive oil gusto дляжарки,Для жарки масло оливковое бренда Gusto в категории бакалея.,1381.64,https://example.com/p/P0277.jpg
P0278,Творог зерненый с пикантной солью «Village Craft» 400г,Молочные продукты,Village Craft,400,6,творог зерненый cottage cheese village craft спикантнойсолью,С пикантной солью творог зерненый бренда Village Craft в категории молочные продукты.,100.89,https://example.com/p/P0278.jpg
P0279,Мука пшеничная цельнозерновая «Деревенская» 25кг,Бакалея,Деревенская,25,5,мука пшеничная flour деревенская цельнозерновая,Цельнозерновая мука пшеничная бренда Деревенская в категории бакалея.,1619.45,https://example.com/p/P0279.jpg
P0280,Корм для кошек сухой indoor «FrisCat» 400г,Зоотовары,FrisCat,400,2,корм кошек cat food adult friscat indoor,Indoor корм для кошек сухой бренда FrisCat в категории зоотовары.,2417.36,https://example.com/p/P0280.jpg
P0281,Масло подсолнечное для HoReCa «Helio» 5000мл,Бакалея,Helio,5000,3,масло подсолнечное растительное sunflower 10л helio дляhoreca,Для horeca масло подсолнечное бренда Helio в категории бакалея.,1504.78,https://example.com/p/P0281.jpg
P0282,Лампа LED E14 «BrightHome» 2шт,Хозяйственные товары,BrightHome,2,3,лампа led e27 bulb brighthome e14,E14 лампа led бренда BrightHome в категории хозяйственные товары.,566.73,https://example.com/p/P0282.jpg
P0283,Пакеты для мусора 60л «StrongHold» 50шт,Хозяйственные товары,StrongHold,50,6,пакеты мусор trash bags stronghold 60л,60л пакеты для мусора бренда StrongHold в категории хозяйственные товары.,59.51,https://example.com/p/P0283.jpg
P0284,Йогурт греческий персик «Teos» 900г,Молочные продукты,Teos,900,4,йогурт греческий greek teos персик,Персик йогурт греческий бренда Teos в категории молочные продукты.,91.92,https://example.com/p/P0284.jpg
P0285,Энергетический напиток berry mix «Litl Energy» 250мл,Напитки,Litl Energy,250,6,energy литл энергетик litl energy berrymix,Berry mix энергетический напиток бренда Litl Energy в категории напитки.,208.55,https://example.com/p/P0285.jpg
P0286,Перчатки одноразовые m «Medico» 200шт,Хозяйственные товары,Medico,200,4,перчатки одноразовые gloves medico m,M перчатки одноразовые бренда Medico в категории хозяйственные товары.,727.66,https://example.com/p/P0286.jpg
P0287,Рыба минтай блок без глазури «ChefPro» 10кг,Заморозка,ChefPro,10,1,рыба минтай block chefpro безглазури,Без глазури рыба минтай блок бренда ChefPro в категории заморозка.,3087.68,https://example.com/p/P0287.jpg
P0288,Филе грудки индейки охлажденное «ProteinPro» 5кг,Мясо и птица,ProteinPro,5,5,филе индейка turkey fillet proteinpro охлажденное,Охлажденное филе грудки индейки бренда ProteinPro в категории мясо и птица.,1459.16,https://example.com/p/P0288.jpg
P0289,Фольга алюминиевая 20м «DailyFix» 1шт,Хозяйственные товары,DailyFix,1,3,фольга aluminium foil dailyfix 20м,20м фольга алюминиевая бренда DailyFix в категории хозяйственные товары.,120.52,https://example.com/p/P0289.jpg
P0290,Салат готовый цезарь «CityLunch» 180г,Готовая еда,CityLunch,180,1,салат готовый salad citylunch цезарь,Цезарь салат готовый бренда CityLunch в категории готовая еда.,313.18,https://example.com/p/P0290.jpg
P0291,Филе грудки индейки HoReCa «FarmLine» 700г,Мясо и птица,FarmLine,700,5,филе индейка turkey fillet farmline horeca,Horeca филе грудки индейки бренда FarmLine в категории мясо и птица.,1446.71,https://example.com/p/P0291.jpg
P0292,Вино игристое rose «Prosecco Alto» 1500мл,Алкоголь,Prosecco Alto,1500,6,вино prosecco riesling premium prosecco alto rose,Rose вино игристое бренда Prosecco Alto в категории алкоголь.,2421.25,https://example.com/p/P0292.jpg
P0293,Корм для собак гипоаллергенный medium «Happy Tail» 12кг,Зоотовары,Happy Tail,12,4,корм собак dog food hypo happy tail medium,Medium корм для собак гипоаллергенный бренда Happy Tail в категории зоотовары.,2094.12,https://example.com/p/P0293.jpg
P0294,Фольга алюминиевая professional «EcoWrap» 1шт,Хозяйственные товары,EcoWrap,1,3,фольга aluminium foil ecowrap professional,Professional фольга алюминиевая бренда EcoWrap в категории хозяйственные товары.,235.82,https://example.com/p/P0294.jpg
P0295,Мармелад жевательный sour «Fruity» 250г,Кондитерские изделия,Fruity,250,5,мармелад bon paris gummies fruity sour,Sour мармелад жевательный бренда Fruity в категории кондитерские изделия.,140.64,https://example.com/p/P0295.jpg
P0296,Зубная паста fresh mint «HerbalDent» 125мл,Косметика и гигиена,HerbalDent,125,6,зубная паста toothpaste herbaldent freshmint,Fresh mint зубная паста бренда HerbalDent в категории косметика и гигиена.,242.50,https://example.com/p/P0296.jpg
P0297,Овощи замороженные брокколи «VeggieBox» 400г,Заморозка,VeggieBox,400,5,замороженные овощи frozen veggies veggiebox брокколи,Брокколи овощи замороженные бренда VeggieBox в категории заморозка.,500.29,https://example.com/p/P0297.jpg
P0298,Масло оливковое для жарки «Oro Verde» 1000мл,Бакалея,Oro Verde,1000,1,масло оливковое olive oil oro verde дляжарки,Для жарки масло оливковое бренда Oro Verde в категории бакалея.,957.81,https://example.com/p/P0298.jpg
P0299,Шампунь питательный men «Pure Roots» 250мл,Косметика и гигиена,Pure Roots,250,6,шампунь hair shampoo pure roots men,Men шампунь питательный бренда Pure Roots в категории косметика и гигиена.,431.17,https://example.com/p/P0299.jpg
P0300,Подгузники детские размер 2 «PampKids» 32шт,Детские товары,PampKids,32,1,подгузники памперсы diapers pampkids размер2,Размер 2 подгузники детские бренда PampKids в категории детские товары.,571.36,https://example.com/p/P0300.jpg
P0301,Пакеты для мусора 30л «DailyFix» 15шт,Хозяйственные товары,DailyFix,15,6,пакеты мусор trash bags dailyfix 30л,30л пакеты для мусора бренда DailyFix в категории хозяйственные товары.,304.23,https://example.com/p/P0301.jpg
P0302,Газированный напиток ginger «Volt» 1.5л,Напитки,Volt,1.5,12,газировка drink garage fresh volt ginger,Ginger газированный напиток бренда Volt в категории напитки.,97.13,https://example.com/p/P0302.jpg
P0303,Кофе капсулы ristretto «Ristretto Lab» 30капс.,Кофе и чай,Ristretto Lab,30,4,кофе капсулы capsules ristretto lab ristretto,Ristretto кофе капсулы бренда Ristretto Lab в категории кофе и чай.,1474.68,https://example.com/p/P0303.jpg
P0304,Йогурт греческий черника «Teos» 140г,Молочные продукты,Teos,140,4,йогурт греческий greek teos черника,Черника йогурт греческий бренда Teos в категории молочные продукты.,233.14,https://example.com/p/P0304.jpg
P0305,Кофе в зёрнах espresso «Nord Roast» 500г,Кофе и чай,Nord Roast,500,4,кофе зерновой coffee beans nord roast espresso,Espresso кофе в зёрнах бренда Nord Roast в категории кофе и чай.,1842.71,https://example.com/p/P0305.jpg
P0306,Пакеты для мусора с завязками «StrongHold» 20шт,Хозяйственные товары,StrongHold,20,6,пакеты мусор trash bags stronghold сзавязками,С завязками пакеты для мусора бренда StrongHold в категории хозяйственные товары.,171.15,https://example.com/p/P0306.jpg
P0307,Чай листовой жасмин «Greenfield» 250г,Кофе и чай,Greenfield,250,6,чай листовой tea xfq greenfield жасмин,Жасмин чай листовой бренда Greenfield в категории кофе и чай.,284.65,https://example.com/p/P0307.jpg
